Tg2011-01m Song Entrain Male Cnts Date,Tg2011-01m Song Entrain Male Cnts Time,Tg2011-01m Song Entrain Male Cnts Data,Tg2011-03m Song Entrain Male Cnts Data,Tg2011-05m Song Entrain Male Cnts Data,Tg2011-07m Song Entrain Male Cnts Data,Tg2011-09m Song Entrain Male Cnts Data,Tg2011-11m Song Entrain Male Cnts Data,Tg2011-02f Song Entrain Female Cnts Data,Tg2011-06f Song Entrain Female Cnts Data,Tg2011-04f Song Entrain Female Cnts Data,Tg2011-08f Song Entrain Female Cnts Data,Tg2011-10f Song Entrain Female Cnts Data,Tg2011-12f Song Entrain Female Cnts Data
9/4/2012,10:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,10:58:30,1,41,0,1,0,6,0,16,0,0,31,0
9/4/2012,11:03:30,12,23,0,2,5,58,0,4,0,0,5,0
9/4/2012,11:08:30,1,47,0,27,34,38,0,0,0,0,0,0
9/4/2012,11:13:30,2,55,0,0,4,27,0,9,0,0,2,0
9/4/2012,11:18:30,0,12,0,0,8,15,0,31,0,0,0,0
9/4/2012,11:23:30,0,3,0,0,8,58,1,1,0,0,1,0
9/4/2012,11:28:30,0,6,0,3,10,19,0,20,0,0,0,1
9/4/2012,11:33:30,5,2,0,43,2,16,1,2,0,0,0,0
9/4/2012,11:38:30,0,0,0,54,1,38,5,0,0,0,6,1
9/4/2012,11:43:30,0,1,0,48,0,16,23,0,0,0,31,0
9/4/2012,11:48:30,14,17,0,0,0,2,16,0,0,0,49,0
9/4/2012,11:53:30,0,1,0,0,2,15,1,37,0,0,64,0
9/4/2012,11:58:30,0,1,0,0,24,1,0,50,0,0,4,0
9/4/2012,12:03:30,0,1,0,34,42,0,2,84,0,0,38,0
9/4/2012,12:08:30,55,11,0,0,13,0,6,85,0,0,0,0
9/4/2012,12:13:30,43,8,0,0,2,0,3,38,0,0,0,24
9/4/2012,12:18:30,25,1,0,70,19,19,0,16,0,0,0,31
9/4/2012,12:23:30,26,0,0,52,19,13,4,9,0,0,36,0
9/4/2012,12:28:30,60,1,0,21,11,44,0,29,0,0,70,0
9/4/2012,12:33:30,0,1,0,13,17,31,7,57,1,0,20,0
9/4/2012,12:38:30,0,13,0,25,10,13,15,36,0,0,2,0
9/4/2012,12:43:30,0,3,0,0,1,0,1,73,0,0,0,0
9/4/2012,12:48:30,2,2,4,16,0,0,1,14,2,0,0,0
9/4/2012,12:53:30,0,3,1,48,6,0,0,0,4,0,2,0
9/4/2012,12:58:30,0,10,54,37,2,0,2,0,14,0,44,0
9/4/2012,13:03:30,6,6,30,28,24,0,0,15,9,0,66,0
9/4/2012,13:08:30,0,25,75,0,34,25,3,87,0,0,105,0
9/4/2012,13:13:30,0,0,76,3,6,81,6,77,0,0,58,0
9/4/2012,13:18:30,3,2,68,66,0,43,5,89,1,0,72,0
9/4/2012,13:23:30,0,0,53,66,0,0,31,56,1,0,49,0
9/4/2012,13:28:30,0,0,4,86,0,0,42,36,0,0,59,0
9/4/2012,13:33:30,3,0,9,36,0,0,83,14,1,0,17,0
9/4/2012,13:38:30,0,0,0,0,0,0,60,0,0,0,26,24
9/4/2012,13:43:30,1,0,5,0,0,0,17,0,14,0,87,57
9/4/2012,13:48:30,0,0,0,1,0,1,1,0,34,0,91,14
9/4/2012,13:53:30,4,0,0,79,0,7,0,0,45,0,105,0
9/4/2012,13:58:30,0,0,6,35,0,62,0,66,5,0,87,0
9/4/2012,14:03:30,0,0,5,0,0,60,1,87,10,0,104,0
9/4/2012,14:08:30,3,0,2,7,0,0,0,63,0,0,107,0
9/4/2012,14:13:30,1,0,0,74,0,0,3,79,0,0,70,0
9/4/2012,14:18:30,50,5,0,92,0,4,0,89,0,0,58,0
9/4/2012,14:23:30,65,7,12,20,0,0,5,16,0,0,112,0
9/4/2012,14:28:30,59,0,20,0,0,0,7,1,0,0,55,0
9/4/2012,14:33:30,9,0,79,0,0,1,4,0,0,0,72,0
9/4/2012,14:38:30,0,0,102,46,0,23,6,0,0,0,88,0
9/4/2012,14:43:30,0,0,91,66,1,65,0,3,0,0,63,0
9/4/2012,14:48:30,0,0,81,0,13,6,1,102,0,0,77,0
9/4/2012,14:53:30,0,0,0,0,28,0,4,59,21,0,92,15
9/4/2012,14:58:30,0,0,1,25,5,0,2,97,26,0,93,3
9/4/2012,15:03:30,0,0,1,0,0,2,7,67,52,0,73,0
9/4/2012,15:08:30,0,0,0,0,0,54,85,95,21,0,103,0
9/4/2012,15:13:30,0,0,0,43,0,30,44,45,3,0,38,0
9/4/2012,15:18:30,0,0,0,56,0,11,14,100,3,0,0,0
9/4/2012,15:23:30,0,0,0,76,35,7,21,99,0,0,0,32
9/4/2012,15:28:30,0,0,57,68,21,0,49,60,8,0,0,11
9/4/2012,15:33:30,0,0,59,14,25,0,57,31,0,0,4,0
9/4/2012,15:38:30,0,0,40,0,0,7,46,0,12,0,44,0
9/4/2012,15:43:30,0,0,35,0,10,31,16,0,26,0,77,0
9/4/2012,15:48:30,39,0,1,0,0,26,9,0,33,0,60,0
9/4/2012,15:53:30,19,10,0,0,0,14,8,0,51,0,58,0
9/4/2012,15:58:30,0,4,0,31,0,23,0,0,49,0,5,7
9/4/2012,16:03:30,0,5,2,37,0,0,0,0,71,0,0,2
9/4/2012,16:08:30,3,5,2,0,0,0,0,53,86,0,0,61
9/4/2012,16:13:30,54,1,18,9,0,12,4,41,58,0,13,11
9/4/2012,16:18:30,64,0,90,22,0,39,11,46,51,0,5,0
9/4/2012,16:23:30,10,0,87,73,9,9,18,62,40,0,83,0
9/4/2012,16:28:30,12,0,48,43,6,0,16,33,50,0,61,0
9/4/2012,16:33:30,0,0,23,4,0,18,64,73,68,0,43,0
9/4/2012,16:38:30,0,0,0,0,0,1,60,95,50,0,71,0
9/4/2012,16:43:30,0,0,0,15,0,4,25,89,1,0,43,6
9/4/2012,16:48:30,0,3,1,48,26,50,9,90,0,0,51,7
9/4/2012,16:53:30,0,0,3,23,8,0,21,96,0,0,99,2
9/4/2012,16:58:30,0,10,40,36,8,0,22,103,0,0,68,11
9/4/2012,17:03:30,0,0,62,58,72,0,9,12,0,0,75,1
9/4/2012,17:08:30,0,8,36,25,19,28,39,35,0,0,76,23
9/4/2012,17:13:30,71,1,88,27,10,46,48,0,13,0,53,45
9/4/2012,17:18:30,108,5,53,34,36,0,44,85,30,0,67,13
9/4/2012,17:23:30,67,13,0,57,2,4,18,49,68,0,99,0
9/4/2012,17:28:30,30,0,7,5,40,0,16,80,14,0,86,29
9/4/2012,17:33:30,39,0,5,26,95,3,57,82,58,0,75,19
9/4/2012,17:38:30,0,0,21,55,68,1,59,99,18,0,79,0
9/4/2012,17:43:30,0,0,66,3,36,29,40,30,63,0,48,4
9/4/2012,17:48:30,0,0,0,3,3,35,20,22,85,0,65,63
9/4/2012,17:53:30,0,0,1,52,0,10,23,60,63,0,78,25
9/4/2012,17:58:30,0,0,41,50,0,0,40,55,29,0,70,9
9/4/2012,18:03:30,0,0,85,26,0,0,27,39,55,0,52,6
9/4/2012,18:08:30,4,16,75,72,20,35,46,50,38,0,83,29
9/4/2012,18:13:30,70,8,16,59,46,67,24,21,9,0,42,2
9/4/2012,18:18:30,30,0,0,6,25,45,0,0,4,0,58,0
9/4/2012,18:23:30,0,0,0,3,5,6,0,0,1,0,69,0
9/4/2012,18:28:30,0,0,0,5,0,0,0,0,1,0,42,0
9/4/2012,18:33:30,0,0,0,2,0,0,0,0,2,0,45,0
9/4/2012,18:38:30,0,0,0,0,11,0,0,0,0,0,37,0
9/4/2012,18:43:30,0,0,0,0,4,0,0,0,0,0,49,0
9/4/2012,18:48:30,0,0,0,0,24,0,0,0,0,0,24,0
9/4/2012,18:53:30,0,0,0,0,0,0,0,0,0,0,33,0
9/4/2012,18:58:30,0,0,0,0,0,0,0,0,0,0,17,0
9/4/2012,19:03:30,0,0,0,0,0,0,0,0,0,0,54,0
9/4/2012,19:08:30,0,0,0,0,0,0,0,0,0,0,36,0
9/4/2012,19:13:30,0,1,0,0,0,0,0,0,0,0,36,0
9/4/2012,19:18:30,0,0,0,0,0,0,0,0,0,0,18,0
9/4/2012,19:23:30,0,0,0,0,0,0,0,0,0,0,18,0
9/4/2012,19:28:30,0,0,0,0,0,0,0,0,0,0,10,0
9/4/2012,19:33:30,0,0,0,0,0,0,0,0,0,0,21,0
9/4/2012,19:38:30,0,0,0,0,0,0,0,0,0,0,17,0
9/4/2012,19:43:30,0,0,0,0,0,0,0,0,0,0,30,0
9/4/2012,19:48:30,0,0,0,0,0,0,0,0,0,0,16,0
9/4/2012,19:53:30,0,0,0,0,0,0,0,0,0,0,17,0
9/4/2012,19:58:30,0,0,0,0,0,0,0,0,0,0,20,0
9/4/2012,20:03:30,0,0,0,0,0,0,0,0,0,0,20,0
9/4/2012,20:08:30,0,0,0,1,0,0,0,0,0,0,18,0
9/4/2012,20:13:30,0,0,0,0,0,0,0,0,0,0,21,0
9/4/2012,20:18:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,20:23:30,0,0,0,1,0,0,0,0,0,0,9,0
9/4/2012,20:28:30,0,0,0,0,0,0,0,0,0,0,5,0
9/4/2012,20:33:30,0,0,0,0,0,0,0,0,0,0,17,0
9/4/2012,20:38:30,0,0,0,0,1,0,0,0,0,0,37,0
9/4/2012,20:43:30,0,0,0,0,0,0,0,0,0,0,20,0
9/4/2012,20:48:30,0,0,0,0,0,0,0,0,0,0,15,0
9/4/2012,20:53:30,0,0,0,0,0,0,0,0,0,0,26,0
9/4/2012,20:58:30,0,0,0,0,0,0,0,0,0,0,6,0
9/4/2012,21:03:30,0,0,0,0,0,0,0,0,0,0,16,0
9/4/2012,21:08:30,0,1,0,0,0,0,0,0,0,0,11,0
9/4/2012,21:13:30,0,0,0,0,0,0,0,0,0,0,12,0
9/4/2012,21:18:30,0,0,0,0,0,0,0,0,0,0,2,0
9/4/2012,21:23:30,0,0,0,0,1,0,0,0,0,0,0,0
9/4/2012,21:28:30,0,0,0,0,0,0,0,0,1,0,0,0
9/4/2012,21:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,21:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,21:43:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,21:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,21:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,21:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:13:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:18:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,22:23:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:28:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,22:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:43:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,22:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,22:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:13:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:23:30,0,0,0,1,0,0,0,0,0,0,0,0
9/4/2012,23:28:30,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2012,23:33:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,23:38:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,23:43:30,0,0,0,0,0,0,0,0,0,0,1,0
9/4/2012,23:48:30,0,0,0,0,0,0,0,0,0,0,3,0
9/4/2012,23:53:30,0,0,0,0,0,0,0,0,0,0,5,0
9/4/2012,23:58:30,0,0,0,0,0,0,0,0,0,0,14,0
9/5/2012,0:03:30,0,0,0,0,0,0,0,0,0,0,7,0
9/5/2012,0:08:30,0,0,0,0,0,0,0,0,0,0,2,0
9/5/2012,0:13:30,0,0,0,0,0,0,0,0,0,0,7,0
9/5/2012,0:18:30,0,0,0,0,0,0,0,0,0,0,8,0
9/5/2012,0:23:30,0,0,0,0,0,0,0,0,0,0,8,0
9/5/2012,0:28:30,0,0,0,0,0,0,0,0,0,0,11,0
9/5/2012,0:33:30,0,0,0,0,0,0,0,0,0,0,23,0
9/5/2012,0:38:30,0,0,0,0,0,1,0,0,0,0,0,0
9/5/2012,0:43:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,0:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,0:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,0:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:13:30,0,0,0,0,0,0,0,0,0,0,1,0
9/5/2012,1:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:23:30,0,0,0,0,0,0,0,0,0,0,2,0
9/5/2012,1:28:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:43:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,1:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:13:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:23:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:28:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:43:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,2:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:13:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:23:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:28:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:38:30,0,0,0,0,0,1,0,0,0,0,0,0
9/5/2012,3:43:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,3:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:13:30,0,0,0,0,0,0,0,0,0,0,1,0
9/5/2012,4:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:23:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:28:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:33:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:43:30,0,0,0,0,0,0,0,0,0,0,1,0
9/5/2012,4:48:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,4:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:08:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:13:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:18:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:23:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:28:30,0,0,0,0,1,0,0,0,0,0,0,0
9/5/2012,5:33:30,0,0,0,0,0,0,0,0,0,0,1,0
9/5/2012,5:38:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:43:30,0,1,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:48:30,0,0,0,0,1,0,0,0,0,0,0,0
9/5/2012,5:53:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,5:58:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,6:03:30,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2012,6:08:30,0,5,0,0,7,20,33,7,1,0,26,6
9/5/2012,6:13:30,58,19,1,0,11,82,25,59,10,0,38,7
9/5/2012,6:18:30,99,5,68,0,23,63,27,19,0,0,75,2
9/5/2012,6:23:30,115,1,72,0,21,74,18,36,0,0,103,0
9/5/2012,6:28:30,94,3,1,0,8,93,21,29,0,0,98,5
9/5/2012,6:33:30,92,1,0,0,44,63,19,23,0,0,103,3
9/5/2012,6:38:30,74,0,36,6,1,35,41,45,0,0,58,8
9/5/2012,6:43:30,5,3,41,10,0,69,47,5,0,0,92,0
9/5/2012,6:48:30,0,11,24,0,0,52,58,0,0,0,74,20
9/5/2012,6:53:30,0,27,0,32,0,4,43,0,11,0,81,5
9/5/2012,6:58:30,0,0,3,8,0,49,16,48,4,0,61,20
9/5/2012,7:03:30,0,0,6,4,0,33,17,39,0,0,13,22
9/5/2012,7:08:30,0,0,2,34,0,0,20,37,11,0,0,11
9/5/2012,7:13:30,0,12,5,32,3,54,34,26,18,0,0,35
9/5/2012,7:18:30,67,0,69,26,11,39,66,20,0,0,25,40
9/5/2012,7:23:30,15,14,66,29,22,41,73,28,0,0,59,11
9/5/2012,7:28:30,28,18,20,21,1,23,15,31,0,0,55,61
9/5/2012,7:33:30,31,2,0,4,3,48,0,39,0,0,68,37
9/5/2012,7:38:30,0,7,0,29,3,47,0,60,1,0,16,43
9/5/2012,7:43:30,0,22,0,28,0,18,0,55,10,0,0,41
9/5/2012,7:48:30,0,1,0,5,0,27,9,0,42,0,0,54
9/5/2012,7:53:30,0,0,35,0,2,11,11,0,37,0,0,44
9/5/2012,7:58:30,12,0,51,0,3,10,37,0,32,0,50,41
9/5/2012,8:03:30,84,20,49,12,17,0,39,0,32,0,62,52
9/5/2012,8:08:30,3,15,12,0,35,3,21,0,36,0,65,31
9/5/2012,8:13:30,0,4,0,0,13,9,24,0,8,0,53,28
9/5/2012,8:18:30,52,6,0,0,0,44,73,9,41,0,0,12
9/5/2012,8:23:30,41,44,0,9,0,1,79,33,45,0,0,0
9/5/2012,8:28:30,0,8,0,43,0,8,42,53,16,0,0,9
9/5/2012,8:33:30,0,39,73,35,0,2,39,62,0,0,34,3
9/5/2012,8:38:30,0,43,65,29,3,2,64,28,0,0,79,39
9/5/2012,8:43:30,0,33,65,28,0,30,59,0,0,0,113,36
9/5/2012,8:48:30,26,39,0,10,0,15,66,0,0,0,54,2
9/5/2012,8:53:30,77,39,20,0,0,36,34,5,0,0,68,4
9/5/2012,8:58:30,38,3,67,6,0,51,11,76,2,0,56,1
9/5/2012,9:03:30,0,6,0,0,0,0,37,15,2,0,114,2
9/5/2012,9:08:30,0,0,0,0,0,1,16,16,5,0,81,0
9/5/2012,9:13:30,52,0,0,18,0,41,53,23,26,0,12,0
9/5/2012,9:18:30,77,10,0,28,0,1,60,41,37,0,0,0
9/5/2012,9:23:30,79,19,0,9,0,40,27,91,50,0,0,0
9/5/2012,9:28:30,103,44,64,0,24,20,4,82,61,0,0,0
9/5/2012,9:33:30,80,16,75,0,0,4,14,13,35,0,0,40
9/5/2012,9:38:30,4,50,75,0,0,0,25,0,28,0,0,0
9/5/2012,9:43:30,1,25,19,5,0,0,56,0,31,0,56,0
9/5/2012,9:48:30,0,8,46,42,0,26,70,0,27,0,88,0
9/5/2012,9:53:30,18,25,7,7,0,76,34,0,22,0,68,6
9/5/2012,9:58:30,9,0,3,0,6,4,7,0,48,0,61,6
9/5/2012,10:03:30,32,0,26,0,9,5,35,0,63,0,58,0
9/5/2012,10:08:30,42,0,58,0,6,11,81,0,41,0,36,0
9/5/2012,10:13:30,22,19,0,13,4,34,46,0,41,0,77,10
9/5/2012,10:18:30,47,24,3,47,0,52,20,0,29,0,78,31
9/5/2012,10:23:30,38,21,68,16,0,27,14,5,36,0,83,3
9/5/2012,10:28:30,53,7,0,0,19,35,50,23,43,0,72,17
9/5/2012,10:33:30,0,15,8,0,10,0,79,49,0,0,71,16
9/5/2012,10:38:30,0,0,56,50,33,3,80,94,0,0,43,21
9/5/2012,10:43:30,0,0,0,36,0,32,48,67,0,0,93,25
9/5/2012,10:48:30,0,0,0,4,3,77,16,48,0,0,93,43
9/5/2012,10:53:30,0,0,47,0,15,66,7,101,0,0,99,33
9/5/2012,10:58:30,0,21,73,0,0,24,0,87,0,0,5,10
9/5/2012,11:03:30,0,14,85,0,0,36,0,3,0,0,0,7
9/5/2012,11:08:30,7,6,2,27,0,52,0,3,0,0,40,38
9/5/2012,11:13:30,83,30,0,28,0,25,0,0,0,0,79,37
9/5/2012,11:18:30,44,6,0,1,0,0,0,0,1,0,111,25
9/5/2012,11:23:30,24,22,92,0,0,1,8,0,39,0,100,35
9/5/2012,11:28:30,0,0,74,0,0,18,39,0,54,0,103,4
9/5/2012,11:33:30,0,0,25,17,0,5,31,0,68,0,105,0
9/5/2012,11:38:30,0,5,108,49,30,12,35,37,38,0,84,2
9/5/2012,11:43:30,17,24,53,11,10,3,79,92,45,0,86,49
9/5/2012,11:48:30,0,8,39,9,0,0,103,69,30,0,91,35
9/5/2012,11:53:30,35,1,0,0,0,25,40,92,40,0,86,49
9/5/2012,11:58:30,2,2,0,11,0,39,14,85,52,0,58,48
9/5/2012,12:03:30,0,20,14,27,0,13,30,83,49,0,85,82
9/5/2012,12:08:30,0,13,37,7,0,68,19,85,55,0,92,42
9/5/2012,12:13:30,0,39,0,0,0,13,87,99,36,0,90,2
9/5/2012,12:18:30,0,47,1,0,8,0,87,81,45,0,78,0
9/5/2012,12:23:30,0,39,0,0,12,2,89,4,31,0,99,0
9/5/2012,12:28:30,19,25,3,28,21,11,83,0,29,0,93,2
9/5/2012,12:33:30,11,47,1,47,0,25,89,0,31,0,95,2
9/5/2012,12:38:30,71,6,82,30,0,59,78,0,39,0,100,30
9/5/2012,12:43:30,109,38,70,7,0,15,7,0,0,0,76,42
9/5/2012,12:48:30,72,21,62,0,0,0,4,39,0,0,14,80
9/5/2012,12:53:30,85,1,60,32,0,9,75,56,0,0,0,70
9/5/2012,12:58:30,55,0,11,51,16,58,84,71,0,0,54,72
9/5/2012,13:03:30,0,13,1,18,0,90,81,42,0,0,82,42
9/5/2012,13:08:30,1,48,0,19,9,79,27,101,36,0,100,55
9/5/2012,13:13:30,0,33,0,0,21,42,4,83,30,0,112,52
9/5/2012,13:18:30,0,0,0,0,56,0,11,89,0,0,73,32
9/5/2012,13:23:30,0,27,0,0,0,0,29,40,0,0,7,0
9/5/2012,13:28:30,0,2,43,17,0,0,8,70,0,0,26,29
9/5/2012,13:33:30,0,34,47,20,0,0,7,8,0,0,9,40
9/5/2012,13:38:30,78,26,102,43,0,5,5,1,0,0,31,53
9/5/2012,13:43:30,0,30,91,36,0,86,0,38,5,0,119,8
9/5/2012,13:48:30,84,36,72,9,4,33,0,93,12,0,94,0
9/5/2012,13:53:30,96,23,44,0,63,21,0,91,25,0,60,0
9/5/2012,13:58:30,69,0,54,0,18,34,0,52,23,0,83,0
9/5/2012,14:03:30,44,0,50,2,2,98,0,13,4,0,37,6
9/5/2012,14:08:30,35,2,19,45,0,5,35,22,0,0,33,60
9/5/2012,14:13:30,0,47,0,11,0,0,43,80,1,0,47,48
9/5/2012,14:18:30,5,26,0,40,0,37,93,21,1,0,75,74
9/5/2012,14:23:30,10,25,11,48,0,26,83,56,0,0,80,14
9/5/2012,14:28:30,0,31,52,9,53,0,89,80,0,0,85,27
9/5/2012,14:33:30,0,47,75,6,76,22,14,21,0,0,78,72
9/5/2012,14:38:30,0,35,62,0,49,77,2,0,29,0,47,42
9/5/2012,14:43:30,0,22,86,0,0,19,16,2,39,0,65,46
9/5/2012,14:48:30,0,50,67,0,14,0,11,28,51,0,49,38
9/5/2012,14:53:30,0,24,48,30,5,0,16,87,50,0,60,0
9/5/2012,14:58:30,75,10,4,44,0,0,4,77,65,0,39,1
9/5/2012,15:03:30,91,46,0,42,0,16,39,39,68,0,36,79
9/5/2012,15:08:30,73,33,0,0,0,15,79,0,48,0,35,80
9/5/2012,15:13:30,62,21,33,15,0,53,96,0,26,0,21,65
9/5/2012,15:18:30,23,34,80,31,9,80,42,0,43,0,63,23
9/5/2012,15:23:30,21,59,90,0,38,0,23,27,48,0,83,37
9/5/2012,15:28:30,38,24,6,0,111,8,6,95,55,0,91,23
9/5/2012,15:33:30,63,22,0,0,7,0,49,69,28,0,90,33
9/5/2012,15:38:30,33,7,1,0,0,56,93,77,0,0,83,70
9/5/2012,15:43:30,0,31,25,2,0,45,89,47,12,0,65,69
9/5/2012,15:48:30,0,47,42,74,0,37,22,96,43,0,59,41
9/5/2012,15:53:30,0,17,14,63,16,4,40,38,51,0,84,1
9/5/2012,15:58:30,0,46,7,2,73,103,66,79,64,0,84,1
9/5/2012,16:03:30,0,14,49,31,35,0,79,32,48,0,83,35
9/5/2012,16:08:30,6,54,0,20,4,0,29,45,1,0,96,46
9/5/2012,16:13:30,90,29,0,35,0,10,0,72,1,0,2,65
9/5/2012,16:18:30,89,19,31,56,0,0,3,42,0,0,0,6
9/5/2012,16:23:30,74,44,87,81,0,31,0,56,8,0,0,45
9/5/2012,16:28:30,56,45,45,75,0,25,0,49,34,0,6,60
9/5/2012,16:33:30,17,14,62,66,0,9,0,74,10,0,3,75
9/5/2012,16:38:30,0,14,54,79,0,2,5,85,3,0,1,51
9/5/2012,16:43:30,0,24,82,58,19,1,1,74,1,0,19,13
9/5/2012,16:48:30,0,16,43,28,0,5,2,49,4,0,0,0
9/5/2012,16:53:30,48,13,0,62,0,11,1,43,59,0,23,1
9/5/2012,16:58:30,84,44,0,58,44,9,22,53,0,0,38,3
9/5/2012,17:03:30,54,29,0,101,14,16,3,63,0,0,6,3
9/5/2012,17:08:30,69,48,0,38,0,5,70,34,0,0,43,55
9/5/2012,17:13:30,28,34,24,39,14,4,49,7,0,0,35,33
9/5/2012,17:18:30,0,41,72,45,33,4,76,0,2,0,30,0
9/5/2012,17:23:30,43,46,23,98,68,5,86,0,0,0,0,0
9/5/2012,17:28:30,84,36,30,63,73,10,69,0,3,0,18,4
9/5/2012,17:33:30,41,29,10,25,5,6,27,33,66,0,18,10
